name, rating, rd, vol
anjo 1936.653257357247 73.16603405786175 0.5016096431321739
jv 1878.1275676169457 69.52283907076065 0.35505349685558035
jraff 1853.2357619912223 69.87396823196022 0.07232135381469597
bluezone 1851.4823418654112 124.16687820923434 0.06076861379347569
yardsale 1798.4664723307396 81.91774493064345 0.06330620112368113
limeeee 1748.906784285 191.9848403964548 0.06004323081739374
tags 1741.5869795326653 67.94860524186923 0.0647195541099411
nuggles 1734.4513576533823 173.01509875169705 0.06005852545224369
poppinfresh 1733.2460792754814 69.82703895320462 0.06377700050139809
nugs 1731.0487071151904 67.8318689704663 0.06423577964077545
riesbyfe 1707.5360833790546 164.00281031152335 0.060049365111252515
pelican 1707.0064619679529 67.21068908691315 0.063335741478855
arca 1705.523897813146 223.91361949442583 0.060008128820721575
alphicans 1703.47433913221 153.07794451571843 0.06006609286714326
crusayer 1694.9046749385725 161.33348987916955 0.06004169333990363
sylarius 1690.98594250543 131.12105602683704 0.06011844764780968
mittens 1689.7148877368413 156.77032507726074 0.06004366976492515
zeldagodkull 1686.7091475274062 135.3951905207943 0.06009247999727494
2/4lip 1678.4319451204565 158.7433419641547 0.06002998281388265
salamimommy 1645.2817138025557 148.83440120318784 0.06000950592712297
ksc 1640.7967741369575 70.67142668534711 0.06097298023089674
dew 1636.6322397032627 73.87415964579247 0.060724334885412484
limeee 1628.7512982269714 105.56057651274631 0.06008224267276452
kelarisvancouver 1623.0245668971866 181.00475107803373 0.059986513861207715
chochang 1616.8434993084843 87.10584056302366 0.06017874667843955
kronos 1616.0540139119887 60.89901355702076 0.06114451810423373
naz 1606.3933892880018 103.94133369133887 0.060018896481670816
npo 1600.1387829172677 73.55303020657891 0.060257601152818085
silver 1599.8611845689952 92.09115521988012 0.06004397409542827
victra 1596.8682902688902 113.13258820064911 0.05997879013826788
minifedora 1571.661539396734 109.21934141899523 0.05993571436823541
andhobbes 1569.0685768687044 183.83712109563456 0.059971960953406976
woody 1561.762743166777 147.43562467658182 0.05995172097441804
borz 1556.9959592233658 145.24394015321664 0.059948221004447876
medic 1547.7153386716761 178.23725805471133 0.059965797338003564
lift 1546.4461671399595 139.5892250403025 0.05993931251156875
kassey 1538.2535447222751 168.85076715943507 0.05995924686670803
approvedboat 1534.1648339437354 133.19601366247767 0.05992804196696573
kelarisfromvancouver 1530.7500687969139 208.71111278633512 0.05997675150626006
jedcruz 1529.187978978065 172.76147930786072 0.059960420232792376
fedoralord552 1528.6430160739733 97.15672712911852 0.059857857924433176
justjohn 1523.0265606665105 139.681198210524 0.059932533402276035
smear 1521.8803921437318 111.75887070600523 0.059889161503968266
kull 1510.217995909116 94.51324969501283 0.059835948562280715
mr.bulldops 1506.202009355846 144.30764869719675 0.05993563342758542
tulip 1503.295589745959 69.93611612751693 0.059691435641752034
fedora_lord569 1502.601923382428 168.46412286246476 0.05995609385244581
ndiaz 1501.7308692490483 144.34602003477696 0.05993554300488219
skuirmple 1500.0 253.40457865032315 0.05998792914584698
trashman 1500.0 208.56029348778836 0.05997588979105785
minifadora 1500.0 208.56029348778836 0.05997588979105785
drummercon 1496.7768885673854 119.68106587678761 0.059900680197383274
fadoralord522 1496.4524794986419 194.7685346035552 0.05997044218007285
asianjustinwong 1485.095209254561 188.72212226763202 0.05996793339237449
bbro 1483.0260943440044 201.480196295636 0.05997350850343115
kasey 1480.9968677612644 119.984423564137 0.059903941291329095
justjohn2017 1477.7569884899103 191.78016553431598 0.059969679683182724
neki 1475.713932077128 241.00168331192125 0.059985541636202726
kellarisfromvancouver 1473.772773316874 194.08884732668076 0.05997091340551591
sad 1460.6584025174968 142.93137299020782 0.05993995682287471
saybn 1454.998014718874 225.12285991998175 0.05998245469403912
noxris 1454.998014718874 225.12285991998175 0.05998245469403912
salsa 1450.77555958897 111.10273537600352 0.059908066284138
brayden16 1447.7348605103512 186.10871439423562 0.059970049346713794
scruimple 1443.9976114284582 176.30892741824584 0.05996627767118527
tak 1442.3503740518793 218.7282748779748 0.05998163138970607
