name, rating, rd, vol
anjo 2040.6332048835777 68.56592697946715 0.06020033919440485
yardsale 1896.2260361070907 70.84810426550342 0.06030189792872759
jv 1889.277288995769 63.32420335548225 0.06014937638425645
sylarius 1871.552011227583 122.2342209543697 0.06031055425273277
bluezone 1867.1000586214652 131.74743116101365 0.06077087822537804
jraff 1836.5531837758494 68.79157991474868 0.05994792261754469
nuggles 1814.100103850724 64.87267726837584 0.06003933975083035
nuggles 1814.100103850724 64.87267726837584 0.06003933975083035
ksc 1770.9676934746262 63.227881635427515 0.05989557077449612
tags 1735.8221935861795 75.98397135294414 0.059948221174332704
mittens 1735.27039267678 142.76347257889657 0.06016167335286109
dopesamus 1732.9251544978295 172.84455711680963 0.060057356731429944
poppinfresh 1729.1717778911457 64.7588517060017 0.059954493362021896
dew 1702.2469786706863 68.98094139526191 0.060118870842127574
alphicans 1695.4768039901571 157.82490201649924 0.06004887058092462
limeee 1686.2553781191718 93.9253719366212 0.060013884015116974
limeee 1686.2553781191718 93.9253719366212 0.060013884015116974
crusayer 1674.327205791545 79.93746706426317 0.059870987686952315
crusayer 1674.327205791545 79.93746706426317 0.059870987686952315
crusayer 1674.327205791545 79.93746706426317 0.059870987686952315
pelican 1671.3193143843314 64.32526829675403 0.05983936197623238
salamimommy 1661.4436372142225 152.27250432054242 0.060023677006543374
chochang 1645.4131112735154 84.97955916472606 0.05994713615146748
kronos 1640.046006589309 58.59283678069954 0.05972176962306317
arca 1637.9757506962762 246.3399879412762 0.059994638408175455
npo 1608.212760637388 67.48926919639092 0.06037126943552187
woody 1594.8887007184778 147.3114491534273 0.059957219948716514
andhobbes 1594.7030831678633 176.79234128514807 0.05997521331100137
minifadora 1582.241095601719 94.36738291989707 0.05986789852892675
minifadora 1582.241095601719 94.36738291989707 0.05986789852892675
silver 1578.4413095538214 95.09910360425938 0.059844831993611555
victra 1574.4839893408946 114.89711085552901 0.059934632581629156
approved 1543.8832828638397 95.07316472845045 0.06010776325746884
approved 1543.8832828638397 95.07316472845045 0.06010776325746884
borz 1543.4746081178105 147.89163866908046 0.05993887513820248
kull 1541.1023364179182 78.09646104992045 0.0598500495574181
kull 1541.1023364179182 78.09646104992045 0.0598500495574181
medic 1532.4281894257656 167.19059449745257 0.059956837975922446
drummercon 1532.0595963215078 109.05613651449676 0.059981905527909773
kelarisfromvancouver 1531.8970620505575 130.34349948189458 0.05991281891132501
kelarisfromvancouver 1531.8970620505575 130.34349948189458 0.05991281891132501
kelarisfromvancouver 1531.8970620505575 130.34349948189458 0.05991281891132501
yawn 1521.9004024133253 159.5246057325372 0.05995057589031585
smear 1514.8754622511394 105.46354645347557 0.05991493849775087
1lip 1507.1157761704249 73.41537207783513 0.059860065691102936
1lip 1507.1157761704249 73.41537207783513 0.059860065691102936
1lip 1507.1157761704249 73.41537207783513 0.059860065691102936
chair 1492.3198949704495 223.28934793879287 0.0599805347021622
saybn 1490.693730435958 198.15100768440553 0.05997129550426095
fadoralord522 1480.3642262782816 95.40539392427432 0.059877942358705534
fadoralord522 1480.3642262782816 95.40539392427432 0.059877942358705534
fadoralord522 1480.3642262782816 95.40539392427432 0.059877942358705534
lift 1473.3750143490681 137.0716639113654 0.059937528396780716
kasey 1472.628565820354 99.83072836640166 0.059978362882915984
kasey 1472.628565820354 99.83072836640166 0.059978362882915984
loopy 1472.0088752741992 174.10451511556178 0.05996093470459023
jedcruz 1464.9666373091186 171.19072968664574 0.05995968196490013
bbro 1448.1481528166837 188.95756433614778 0.05996982457553984
ndiaz 1447.1658451316116 150.7685207856857 0.05995993886019297
scrubsauce 1446.0726892285252 229.39042158448228 0.059983448017685514
sad 1440.8821301807789 113.85314603567647 0.05994158314033894
hyper 1434.0089906418762 192.01505121607454 0.05997396723609156
salsa 1429.9996614688077 109.41957445919512 0.05999031335836092
tak 1422.5128327880534 208.26236724908995 0.0599805802049161
asianjustinwong 1420.1323150898734 184.4401471747937 0.059973602775726706
justjohn 1413.00625823972 101.37919271722478 0.059872007629046244
justjohn 1413.00625823972 101.37919271722478 0.059872007629046244
justjohn 1413.00625823972 101.37919271722478 0.059872007629046244
justjohn 1413.00625823972 101.37919271722478 0.059872007629046244
christinefromnetplay 1412.6981869368497 189.50570484127758 0.059977102492354
jure 1399.9041592808903 213.80608671629653 0.05998514243288653
trashman 1398.8252911421473 184.84783650410486 0.05997936979353105
takaio 1398.4193705496746 180.40075230325917 0.05997897412067772
neki 1395.584707547361 233.672173663768 0.05998899451125227
conut 1392.6822468707958 212.05082046273407 0.059986164843382664
brayden16 1387.9936003314003 189.40584835142948 0.05998331662218038
gumby 1387.252560918038 202.6652487230498 0.05998546998976985
colt 1385.1794087404455 91.077420682312 0.05993309285053589
colt 1385.1794087404455 91.077420682312 0.05993309285053589
scruimple 1375.9641930446633 112.91264304352114 0.059955523463451225
scruimple 1375.9641930446633 112.91264304352114 0.059955523463451225
scruimple 1375.9641930446633 112.91264304352114 0.059955523463451225
scruimple 1375.9641930446633 112.91264304352114 0.059955523463451225
gouda 1366.0931723717006 184.32430629763212 0.05999045670467861
noxris 1359.9433336764278 211.11074441736912 0.05999265789224472
sendai 1359.7177564271863 189.3477112723423 0.05999260007485669
figa 1349.7021055063965 98.11753542606536 0.05991584913197755
unclegubsy 1348.8053701766164 120.5118068879821 0.059982850528590766
koreanking 1345.093590086395 103.73822171788913 0.0599374881470139
rn 1339.4892052492182 196.1300612754221 0.05999925397140534
sunshine 1338.4122528141597 212.46791566946987 0.05999818578481029
okada 1324.0208398468271 210.08059673782375 0.060002276280201314
alpha 1318.9368385534485 203.38293543914008 0.06000573951844675
dr.love 1312.3925919041922 147.19553519067986 0.060036487031861076
dr.love 1312.3925919041922 147.19553519067986 0.060036487031861076
jackied 1310.725640313938 97.08427075350615 0.059926634546185485
kcurb 1309.912254168556 219.73282243868667 0.060005172711735465
crimsonbeast 1308.1652787903633 200.0350822846678 0.06000999560760143
blueandyellowshirt 1305.2465398718618 236.7411430070839 0.060004007928845776
turboscrub 1305.2465398718618 236.7411430070839 0.060004007928845776
coolalex 1300.154381492869 216.02083318505083 0.060008263159897574
dynasty 1294.1026681979708 166.23585859750673 0.05998930698121155
nicknasty 1289.621425152926 201.2827511559975 0.060017614895086065
dotcalm 1287.7060897934327 198.2293697276908 0.06001944379000823
bitepunch 1287.1558945208074 149.1407391310162 0.05998345372371995
knoff 1269.3289978991772 235.7258113125042 0.06001272559646383
phantom 1269.3108144535865 94.26871206646035 0.05994422993914089
lillicoi 1269.0590443750116 231.10891649942965 0.060013810263975016
l.p.m. 1268.4848342323494 144.06247614328936 0.060008349887571845
l.p.m. 1268.4848342323494 144.06247614328936 0.060008349887571845
tony 1264.6607983667102 118.50127728852482 0.059946969429966614
chickfungus 1263.1411188971697 235.51392797361885 0.060013866695298845
gundamrobot 1256.423497052066 228.3775378786436 0.06001738565436316
wharplz 1253.2296055854 224.47783476262217 0.060020269309425646
cinder 1253.1483289430007 137.33957234385946 0.059986282831514894
maigai 1252.8074822242352 207.84151118451635 0.060029048620547726
lunamelee 1252.6818821529578 256.1772763857049 0.06001206352634158
bigboy 1251.0109682558186 91.74937845504564 0.05992869321268406
royalty 1250.2862810123092 240.69423953831796 0.06001525158563381
jarobi 1241.1832434322155 229.06189935511367 0.06002190281432988
fox3345 1228.3235494894882 233.7898116452512 0.06002376378078167
scrublord3000 1227.3557656811795 224.43797406432805 0.06002999376589996
kimil 1223.0188335051698 130.57758651970934 0.05997630426681188
chicken 1222.9986486547111 217.28949114739729 0.060035019159507846
dunkmaster 1218.8881760424956 209.1710014251251 0.0600430657180759
jetfuel 1216.9272764278621 227.91172216897957 0.06003163958260572
nate 1216.0449809959564 239.92640963183746 0.06002578396331606
