name, rating, rd, vol, inactivity
quaff 2134.5136981254286 116.6167430096248 0.0802623511545944 1
krizski 1868.0916355264415 75.98459168751376 0.07986440494509638 1
odds 1786.6064169522265 83.53537019621838 0.08008680677651162 2
mftea 1768.7568868289368 187.7198909553473 0.08012977331280403 0
riceboy 1757.509016559695 190.97066863061912 0.07983486413737424 11
garbage 1738.5909135392374 87.34555991253704 0.07997817700912785 2
mach5 1722.2502435084084 172.9099366673284 0.0802244825871794 5
poppinfresh 1692.8158555769644 162.804679540175 0.08003360305979262 0
swan 1685.3928809367649 80.15022067671522 0.07981138914900945 0
dertymike 1661.9059095385321 252.90695745877537 0.08004211953577721 11
qwuv 1661.677247056462 70.4849855487248 0.07978531049980359 0
leaf 1654.7483104144837 94.62478646765105 0.07950449713427098 5
minijoel 1609.3314603491144 71.07968738279037 0.07963548092826267 0
milessss 1597.1981688518624 125.28501994048804 0.0799910391496187 2
liban$ 1593.928816567126 91.47641483033814 0.07954803481202091 2
falco 1577.3172227630914 226.28657456738904 0.0799154285906794 8
dimentio 1563.755987019864 142.47140454382392 0.0799182553726077 5
zipper 1556.9248395262064 139.80653317759828 0.0798700014365139 4
wamsa 1553.7615418606101 75.1602193171836 0.07956102989297066 1
princessknight 1531.173227509673 165.25416388292845 0.0799207351801308 7
brunch 1518.0586599505816 111.24854215286511 0.08021378626236379 4
ghillieguide 1512.0944734877876 289.83207186572434 0.07989514209946089 13
birmi 1502.6976438570173 65.44017860725617 0.0796860031724992 0
vision 1481.5977936775084 81.27601179290977 0.08001052831301701 1
rash 1476.9056355894031 114.71575454599571 0.07972791806219479 5
magpie 1467.3378237879654 200.58151717962883 0.07992323046186646 1
chewwie 1465.0129216253247 265.3501083412975 0.0799266351744404 9
nexusflip 1463.858667557212 256.1686674401491 0.07983071497918488 13
emgat 1455.807401200621 266.5436552694357 0.0799297705804735 9
superanimevapegod 1452.1110012125905 245.6967169081873 0.07990797968332844 9
rat! 1450.3686788412797 103.4278928966656 0.07969342030575996 1
isis 1447.8555932999327 94.07918459893659 0.07951193043722012 4
blackgun 1442.4710722514028 218.98282887854896 0.07997417646701926 7
bigbird 1439.897592709745 220.2623043621755 0.07998477401775397 9
jackwallace 1434.4377600379162 318.75442334791416 0.07995800167535508 11
tino 1430.7384776229057 368.98420355706725 0.07996819764326717 14
thegroose 1424.1964518579373 202.86585682953339 0.0799359049272605 1
kia 1400.0956763638712 373.04019691052804 0.07997140647564395 15
backsalt 1400.0225001851225 360.9033175082311 0.0799714313058047 14
babe 1388.167527407713 248.8891376694949 0.0799607261640023 6
tsteak 1386.2922309847047 88.60396139000763 0.07971184536757553 2
escalatorboy 1376.4538783340638 298.90117034485127 0.07996992487334399 11
darkaozorax 1374.1334075041016 226.5752515618826 0.07996459413440454 1
bapple 1366.5940394045952 135.67209080115396 0.08020719557383976 0
dishwash 1359.67118245347 284.23906507272426 0.07997794546626485 9
venison 1346.8431980529988 155.98555349850142 0.07988067743782255 4
seen 1344.1152382015978 216.82644790126258 0.08004087744839741 1
greenapple 1336.6570669320683 228.0940276176393 0.07992459909543005 9
meleekunis 1336.2290149672426 230.98364896407085 0.0799911913170027 6
slinky 1316.7465872518726 211.3374223877694 0.08010888740171535 6
me$|platplat 1312.4163063391318 229.73360604992195 0.07999577510402861 3
jira 1305.6237541527557 317.31040293567185 0.08001099232803183 11
auntjemina 1305.260043019939 288.0064266765891 0.08001035063008552 9
unity 1300.5918220820004 138.9371143616965 0.0800016909136095 1
dokmomo 1294.1197539873979 120.5089481696036 0.07980157168164526 0
sykke 1292.5976099129066 186.6635902951135 0.07999697640596398 4
duckrobin 1263.7217813863626 76.17869518565456 0.07975748892327107 0
nito 1259.4511114014897 324.6435862431155 0.08003687539333457 11
dkang 1257.0318833121892 347.9908944840585 0.08001922805423128 10
stormz 1241.7382624170252 320.79620091076436 0.08005349942259671 11
soupostrich 1240.969795943076 152.09112417516386 0.07994454534783274 4
darkmatter 1238.3887557104654 334.1214433060872 0.08004300374087779 11
spicymeme 1227.0105742389974 263.9160599887501 0.08002056378125139 1
yzus 1222.4899276997694 271.58292594506145 0.08004687683272163 6
nitrous 1218.3454998295192 387.4415538536683 0.08005431884554054 15
twdock 1215.9449860666941 272.75580261003813 0.08006679979190819 7
jlips 1211.213053145546 315.55272899549124 0.08005178462183804 9
nexttopmodel 1195.2239411029648 345.2401740980956 0.08009532091154134 13
tmah 1188.5926743098714 236.74035891403713 0.08006722097195793 1
scotty2hotty 1187.6091985760636 324.7854848565801 0.08009288795060596 11
ashley 1185.5536387328762 219.42648868085388 0.0800277006927564 4
tubbs 1182.4149271686485 327.77517765135866 0.08009213145671505 11
rocky 1170.514151231166 308.31348319225395 0.0800902751325517 9
zay 1161.1959605156283 356.1162366780304 0.0801052069071414 13
roen 1142.603557934382 242.6772881078499 0.07999801608954797 10
swell 1138.9940544961808 225.71351207128413 0.08013556800353447 1
me$|$mflow 1137.5549834197138 159.88409496664048 0.07993472503357366 3
kalco 1127.6749644856495 258.2401961282659 0.0800917020530502 3
daemomlock 1116.92758402982 271.79710119785034 0.08007863794246516 3
jts 1090.9942997906373 244.97550718323845 0.08013245652678541 1
rain 1081.8047652875357 143.5290848621821 0.079967058117008 0
bighp 1064.9065692383488 282.9094366367165 0.0801891093541469 7
tv 1059.3868110505878 247.43578073672032 0.08012336231325631 7
derpinator 1042.5343633797465 173.82811880412524 0.08003191867843266 1
aids 1031.0486166388962 135.64564857625447 0.0799309753844534 2
nickzack 1027.5006532465923 323.66034309926584 0.0801782404576908 9
