name, rating, rd, vol
yardsale 1984.585690153929 169.93891533173374 0.10203370286276264
anjo 1952.8967162275367 171.74709380578153 0.10169773790995362
bluezone 1895.7303218684037 128.56463426230636 0.10420237583376468
nugs 1805.3369614261414 111.647139236632 0.10073857513715742
limeee 1750.7475556585769 115.36708396079385 0.10011589507776267
jraff 1738.087761604864 124.85444797969419 0.09993824324919681
ksc 1733.701907297839 100.44124777343784 0.09985436717259237
arca 1686.1115055769028 242.6828517237412 0.10000815259091844
jv 1670.752940588925 138.3889066717179 0.10043101450315528
naz 1639.2963973999522 179.08019037418023 0.09996872206992719
pelican 1616.937195997181 142.61590117132118 0.09978430608856585
tags 1609.6781527671055 127.41064945882978 0.09975026368551503
andhobbes 1599.9724247204658 172.435497965319 0.09989245566799092
kronos 1588.7671431545825 120.5620936229229 0.09990312681819041
minifedora 1581.6196012897979 175.86307424064017 0.09987072580066497
chochang 1576.6545026476958 170.8298203072709 0.0998544868611854
silver 1576.0149465854415 171.05852752369682 0.09985548290715307
kasey 1564.6831570065856 151.40259323049182 0.09975976161906398
kasey 1564.6831570065856 151.40259323049182 0.09975976161906398
victra 1557.0376925109833 178.93213811363302 0.09985087231553015
dew 1551.949862810494 201.81410941201432 0.0998868957054977
borz 1542.742970900806 135.90376535219661 0.09966860362067965
ndiaz 1539.6893938670687 203.45776038883128 0.0998866541690069
smear 1507.1432657966575 190.07052763264883 0.09985082843151594
koreanking 1500.5107465624799 141.67083976111184 0.09989655258134973
tulip 1490.6890331637542 124.68884868106356 0.10000663633217834
poppinfresh 1466.4141478278275 189.19791862512022 0.09985683024667953
bbro 1452.5585678054308 185.92577573526518 0.09985840272067704
approvedboat 1430.5817279271082 206.02090617775946 0.09990333059964383
marru 1421.2045916859247 218.86869333011174 0.09992323978033105
fedoralord552 1413.203854456601 141.78329230960148 0.09984012335376478
phantom 1400.0583593144522 229.13045191824082 0.09994421496853961
cinder 1398.6835452911346 215.7153905489596 0.09993411741239734
kull 1395.0349275055887 154.25443283017444 0.09979565681862557
neki 1394.8417864899807 231.07040609278624 0.09994923466913186
tony 1389.99062815222 209.43107283114853 0.09993675965083368
sunshine 1387.293396587603 217.7871871982268 0.09994480010331964
bigboy 1360.502405200823 171.6610563462417 0.09985737015746281
npo 1360.0520751958386 149.57067311494902 0.09982721360386516
bitepunch 1359.0087210240304 160.59283663333613 0.09994735461972405
sdk 1355.6735559772746 207.968671593122 0.09997048743607864
kcurb 1341.2815482934034 208.79005514871466 0.09998769421440681
alpha 1329.5940140175685 205.43744018029227 0.10000477100389037
squirmple 1315.243146714366 190.09641710453883 0.10004818631016682
kimil 1306.6712955163784 244.16171483886808 0.10001431579292577
saber 1286.90269568138 236.48125725204824 0.10003537899322958
knoff 1282.9191580062793 237.5180668877575 0.10003998202865307
jackied 1271.9145635083942 172.286842416298 0.09994664100177962
lunamelee 1265.3679055600562 233.1012876762878 0.10006433281326721
mahman 1257.3077375459775 242.10522137925332 0.10006133955117773
unclegubsy 1255.3953667314465 222.33207526902376 0.10009392194420864
sad 1252.47768869228 254.69815659454483 0.10005565935256445
zedd 1251.857658275274 253.99904426890097 0.10005550909647609
merkzr 1244.9172527421313 224.15479229974477 0.10010622595707663
hettman 1244.3854462558759 229.965716585494 0.10009680028577185
l.p.m. 1223.1401966373342 221.6293437221438 0.1001463329248496
nate 1207.692806117527 224.48484799972812 0.1001667666022624
cutieboy666 1197.217703346032 243.03261271214038 0.10013121366842048
kolby 1173.063936455535 195.1486668796759 0.10005066979686951
kolby 1173.063936455535 195.1486668796759 0.10005066979686951
shift 1126.7837490623667 194.76543994802222 0.10003462932778401
shift 1126.7837490623667 194.76543994802222 0.10003462932778401
